latitude,longitude,dataset
33.736,-118.292,LAHSA
34.247,-118.589,LAHSA
33.842,-118.279,LAHSA
34.241,-118.601,LAHSA
34.058,-118.3,LAHSA
34.005,-117.898,LAHSA
34.082,-117.977,LAHSA
34.014,-117.96,LAHSA
34.039,-118.284,LAHSA
34.19,-118.481,LAHSA
34.002,-118.248,LAHSA
34.199,-118.543,LAHSA
33.93,-118.396,LAHSA
34.032,-118.3,LAHSA
34.221,-118.502,LAHSA
33.835,-118.078,LAHSA
34.218,-118.596,LAHSA
34.079,-118.422,LAHSA
34,-118.483,LAHSA
34.175,-118.534,LAHSA
33.944,-117.994,LAHSA
33.992,-118.066,LAHSA
33.966,-118.039,LAHSA
33.95,-118.011,LAHSA
34.155,-118.396,LAHSA
34.303,-118.452,LAHSA
33.831,-118.074,LAHSA
33.985,-118.186,LAHSA
33.801,-118.165,LAHSA
34.684,-118.145,LAHSA
33.982,-118.33,LAHSA
34.228,-118.546,LAHSA
34.273,-118.429,LAHSA
33.993,-118.317,LAHSA
34.013,-118.098,LAHSA
34.266,-118.319,LAHSA
34.286,-118.406,LAHSA
34.257,-118.537,LAHSA
34.235,-118.536,LAHSA
34.235,-118.537,LAHSA
34.085,-118.187,LAHSA
33.952,-118.265,LAHSA
34.057,-118.271,LAHSA
34.219,-118.6,LAHSA
34.101,-118.307,LAHSA
33.999,-118.287,LAHSA
34.17,-118.54,LAHSA
34.682,-118.148,LAHSA
34.038,-118.079,LAHSA
34.162,-118.37,LAHSA
34.02,-118.496,LAHSA
34.1,-117.982,LAHSA
33.872,-118.11,LAHSA
33.935,-118.272,LAHSA
33.948,-118.268,LAHSA
33.551,-116.72,LAHSA
34.062,-117.763,LAHSA
33.809,-118.288,LAHSA
34.121,-118.196,LAHSA
34.191,-118.401,LAHSA
33.95,-118.239,LAHSA
34.683,-118.136,LAHSA
34.186,-118.383,LAHSA
34.034,-118.448,LAHSA
34.471,-117.905,LAHSA
34.04,-118.145,LAHSA
34.049,-118.281,LAHSA
33.779,-118.268,LAHSA
34.03,-118.264,LAHSA
34.09,-117.946,LAHSA
33.835,-118.081,LAHSA
33.934,-118.122,LAHSA
34.558,-118.113,LAHSA
34.617,-118.165,LAHSA
33.976,-118.423,LAHSA
34.58,-118.119,LAHSA
34.738,-118.148,LAHSA
34.242,-118.452,LAHSA
34.242,-118.453,LAHSA
34.145,-118.362,LAHSA
33.987,-118.308,LAHSA
34.032,-118.213,LAHSA
33.916,-118.396,LAHSA
34.062,-117.777,LAHSA
34.116,-118.307,LAHSA
34.216,-118.535,LAHSA
34.205,-118.527,LAHSA
34.034,-118.215,LAHSA
33.776,-118.28,LAHSA
34.694,-118.141,LAHSA
34.149,-118.057,LAHSA
34.661,-118.076,LAHSA
34.183,-118.15,LAHSA
33.959,-118.145,LAHSA
34.031,-118.042,LAHSA
34.741,-118.077,LAHSA
33.937,-118.246,LAHSA
33.793,-118.189,LAHSA
34.2,-118.592,LAHSA
34.161,-118.372,LAHSA
34.085,-117.965,LAHSA
34.068,-117.753,LAHSA
34.089,-117.951,LAHSA
34.441,-118.576,LAHSA
34.032,-118.292,LAHSA
34.083,-118.376,LAHSA
33.865,-118.356,LAHSA
34.272,-118.339,LAHSA
34.071,-118.353,LAHSA
33.862,-118.4,LAHSA
34.184,-118.15,LAHSA
34.083,-118.224,LAHSA
34.061,-118.307,LAHSA
34.016,-118.267,LAHSA
34.025,-118.317,LAHSA
34.186,-118.545,LAHSA
34.089,-118.343,LAHSA
34.007,-118.116,LAHSA
34.069,-118.068,LAHSA
33.967,-118.282,LAHSA
33.992,-118.119,LAHSA
33.92,-118.269,LAHSA
34.207,-118.597,LAHSA
34.102,-118.074,LAHSA
34.191,-118.59,LAHSA
34.19,-118.446,LAHSA
34.184,-118.528,LAHSA
33.924,-118.282,LAHSA
34.193,-118.413,LAHSA
34.025,-118.356,LAHSA
34.032,-117.91,LAHSA
34.116,-118.183,LAHSA
33.976,-118.287,LAHSA
34.246,-118.594,LAHSA
34.032,-118.294,LAHSA
33.987,-118.31,LAHSA
34.646,-118.26,LAHSA
34.201,-118.566,LAHSA
33.942,-118.343,LAHSA
33.986,-118.252,LAHSA
34.266,-118.406,LAHSA
34.286,-118.41,LAHSA
33.959,-118.291,LAHSA
34.036,-118.309,LAHSA
34.232,-118.438,LAHSA
34.055,-118.017,LAHSA
34.087,-118.299,LAHSA
34.069,-118.361,LAHSA
34.323,-118.444,LAHSA
33.942,-118.265,LAHSA
34.056,-118.017,LAHSA
34.065,-118.317,LAHSA
34.04,-118.173,LAHSA
34.744,-118.143,LAHSA
34.228,-118.535,LAHSA
34.199,-118.538,LAHSA
33.9,-118.187,LAHSA
33.899,-118.186,LAHSA
33.964,-118.033,LAHSA
33.983,-118.3,LAHSA
34.079,-118.053,LAHSA
34.014,-117.961,LAHSA
33.898,-118.055,LAHSA
33.959,-118.24,LAHSA
33.982,-118.332,LAHSA
33.775,-118.263,LAHSA
34.176,-118.614,LAHSA
33.804,-118.18,LAHSA
34.146,-118.098,LAHSA
34.132,-118.009,LAHSA
34.231,-118.366,LAHSA
34.249,-118.605,LAHSA
33.898,-118.275,LAHSA
34.063,-118.065,LAHSA
34.07,-118.255,LAHSA
33.99,-118.089,LAHSA
33.838,-118.088,LAHSA
40.116,-104.938,LAHSA
33.95,-118.166,LAHSA
34.076,-118.283,LAHSA
33.894,-117.987,LAHSA
33.889,-118.13,LAHSA
34.202,-118.519,LAHSA
34.137,-117.89,LAHSA
34.133,-117.901,LAHSA
33.925,-118.343,LAHSA
34.128,-117.948,LAHSA
34.133,-117.904,LAHSA
34.733,-118.132,LAHSA
34.095,-118.276,LAHSA
34.094,-118.36,LAHSA
34.032,-118.127,LAHSA
34.031,-118.129,LAHSA
33.926,-118.262,LAHSA
34.256,-118.596,LAHSA
34.094,-118.341,LAHSA
34.061,-118,LAHSA
34.302,-118.468,LAHSA
34.038,-118.244,LAHSA
34.22,-118.553,LAHSA
33.839,-118.072,LAHSA
33.928,-118.161,LAHSA
34.066,-118.452,LAHSA
34.139,-117.973,LAHSA
34.002,-118.308,LAHSA
33.916,-118.368,LAHSA
33.916,-118.347,LAHSA
34.049,-118.077,LAHSA
34.028,-118.062,LAHSA
34.042,-118.075,LAHSA
34.033,-117.745,LAHSA
34.117,-117.974,LAHSA
33.966,-118.115,LAHSA
33.923,-118.152,LAHSA
34.134,-118.035,LAHSA
34.142,-118.029,LAHSA
33.966,-118.09,LAHSA
33.995,-118.473,LAHSA
34.079,-117.906,LAHSA
33.784,-118.24,LAHSA
34.057,-118.273,LAHSA
34.022,-117.979,LAHSA
34.02,-117.976,LAHSA
33.832,-118.156,LAHSA
34.062,-118.104,LAHSA
34.027,-118.07,LAHSA
33.999,-118.278,LAHSA
34.152,-117.922,LAHSA
34.156,-117.917,LAHSA
34.152,-117.923,LAHSA
34.103,-118.323,LAHSA
34.068,-117.926,LAHSA
34.134,-117.947,LAHSA
34.086,-118.056,LAHSA
34.064,-118.111,LAHSA
33.918,-118.012,LAHSA
34.155,-118.368,LAHSA
34.155,-118.367,LAHSA
34.054,-118.3,LAHSA
34.062,-117.918,LAHSA
33.959,-118.279,LAHSA
34.299,-118.42,LAHSA
34.019,-118.257,LAHSA
33.994,-118.282,LAHSA
34.143,-118.37,LAHSA
34.142,-117.935,LAHSA
34.113,-117.939,LAHSA
34.02,-117.977,LAHSA
33.782,-118.24,LAHSA
34.712,-118.094,LAHSA
34.011,-118.279,LAHSA
34.01,-118.28,LAHSA
34.098,-118.283,LAHSA
34.259,-118.465,LAHSA
33.944,-118.269,LAHSA
34.156,-117.912,LAHSA
34.156,-117.911,LAHSA
34.159,-117.909,LAHSA
34.159,-117.908,LAHSA
34.154,-117.91,LAHSA
34.149,-117.909,LAHSA
33.975,-118.121,LAHSA
34.027,-118.486,LAHSA
34.141,-117.936,LAHSA
34.144,-117.934,LAHSA
34.144,-117.931,LAHSA
34.067,-118.27,LAHSA
34.002,-118.469,LAHSA
34.042,-118.313,LAHSA
34.028,-118.339,LAHSA
34.068,-118.278,LAHSA
33.923,-118.241,LAHSA
34.124,-117.959,LAHSA
34.123,-117.957,LAHSA
34.149,-117.928,LAHSA
34.145,-117.933,LAHSA
34.19,-118.465,LAHSA
33.975,-118.038,LAHSA
33.84,-118.063,LAHSA
33.972,-118.347,LAHSA
33.964,-118.038,LAHSA
33.928,-118.341,LAHSA
34.031,-118.004,LAHSA
33.921,-118.352,LAHSA
33.93,-118.18,LAHSA
34.034,-118.039,LAHSA
33.845,-118.063,LAHSA
33.878,-118.082,LAHSA
33.979,-118.043,LAHSA
33.97,-118.35,LAHSA
33.857,-118.083,LAHSA
34.127,-117.969,LAHSA
33.834,-118.071,LAHSA
33.945,-118.364,LAHSA
34.061,-118.254,LAHSA
34.308,-118.428,LAHSA
33.954,-118.394,LAHSA
34.032,-118.041,LAHSA
34.026,-118.451,LAHSA
34.307,-118.426,LAHSA
34.528,-117.913,LAHSA
34.138,-118.146,LAHSA
34.149,-118.141,LAHSA
34.528,-117.883,LAHSA
34.029,-118.018,LAHSA
33.953,-118.397,LAHSA
34.042,-118.016,LAHSA
33.93,-118.248,LAHSA
34.091,-118.306,LAHSA
33.941,-118.311,LAHSA
33.939,-118.356,LAHSA
33.896,-118.037,LAHSA
34.038,-118.438,LAHSA
34.233,-118.387,LAHSA
33.934,-118.374,LAHSA
34.305,-118.423,LAHSA
34.147,-118.133,LAHSA
33.988,-118.255,LAHSA
34.032,-118.037,LAHSA
33.747,-118.281,LAHSA
34.045,-118.348,LAHSA
34.289,-118.45,LAHSA
33.953,-118.395,LAHSA
34.304,-118.424,LAHSA
34.044,-118.009,LAHSA
34.499,-117.909,LAHSA
34.158,-118.374,LAHSA
34.225,-118.432,LAHSA
34.028,-118.317,LAHSA
34.029,-118.317,LAHSA
33.972,-118.073,LAHSA
33.975,-118.423,LAHSA
33.776,-118.279,LAHSA
34.036,-118.295,LAHSA
34.178,-118.39,LAHSA
34.303,-118.424,LAHSA
34.006,-118.454,LAHSA
34.238,-118.444,LAHSA
34.077,-117.75,LAHSA
34.041,-118.44,LAHSA
34.039,-118.023,LAHSA
33.929,-118.327,LAHSA
34.259,-118.433,LAHSA
33.96,-118.459,LAHSA
33.926,-118.099,LAHSA
34.306,-118.425,LAHSA
34.205,-118.596,LAHSA
33.774,-118.281,LAHSA
34.033,-118.379,LAHSA
34.277,-118.452,LAHSA
33.943,-118.336,LAHSA
33.87,-118.06,LAHSA
34.305,-118.427,LAHSA
34.306,-118.423,LAHSA
34.032,-118.038,LAHSA
33.967,-118.047,LAHSA
34.022,-118.105,LAHSA
34.024,-117.981,LAHSA
33.341,-118.325,LAHSA
33.921,-118.098,LAHSA
33.945,-118.183,LAHSA
34.236,-118.563,LAHSA
34.076,-117.75,LAHSA
33.973,-118.345,LAHSA
34.075,-118.276,LAHSA
33.99,-118.253,LAHSA
34.228,-118.427,LAHSA
34.013,-118.095,LAHSA
34.013,-118.094,LAHSA
34.303,-118.422,LAHSA
34.039,-118.429,LAHSA
33.978,-118.037,LAHSA
34.499,-117.911,LAHSA
34.527,-117.707,LAHSA
34.023,-117.982,LAHSA
33.951,-118.353,LAHSA
33.914,-118.099,LAHSA
34.046,-118.064,LAHSA
34.304,-118.423,LAHSA
34.067,-117.773,LAHSA
33.874,-118.082,LAHSA
33.792,-118.241,LAHSA
34.23,-118.554,LAHSA
33.914,-118.085,LAHSA
34.065,-117.992,LAHSA
34.237,-118.447,LAHSA
34.174,-118.613,LAHSA
33.958,-118.038,LAHSA
34.066,-117.773,LAHSA
34.026,-118.297,LAHSA
34.308,-118.43,LAHSA
34.073,-117.884,LAHSA
33.919,-118.292,LAHSA
34.145,-118.129,LAHSA
33.974,-118.382,LAHSA
33.928,-118.243,LAHSA
34.081,-118.074,LAHSA
34.092,-118.313,LAHSA
34.146,-118.112,LAHSA
33.917,-118.075,LAHSA
33.998,-118.066,LAHSA
34.204,-118.415,LAHSA
33.943,-118.198,LAHSA
33.965,-118.35,LAHSA
34.167,-118.159,LAHSA
33.941,-118.326,LAHSA
34.046,-118.334,LAHSA
34.076,-118.224,LAHSA
34.238,-118.445,LAHSA
33.973,-118.37,LAHSA
33.975,-118.039,LAHSA
33.905,-118.082,LAHSA
33.907,-118.078,LAHSA
33.929,-118.225,LAHSA
34.215,-118.429,LAHSA
33.78,-118.295,LAHSA
34.045,-118.35,LAHSA
34.032,-118.383,LAHSA
34.09,-117.756,LAHSA
34.529,-117.883,LAHSA
34.138,-117.941,LAHSA
34.044,-118.356,LAHSA
34.139,-118.37,LAHSA
34.061,-117.778,LAHSA
33.946,-118.333,LAHSA
34.312,-118.48,LAHSA
34.035,-118.043,LAHSA
33.964,-118.032,LAHSA
34.014,-118.093,LAHSA
34.146,-118.09,LAHSA
34.043,-118.444,LAHSA
33.923,-118.192,LAHSA
34.09,-118.313,LAHSA
33.971,-118.264,LAHSA
33.953,-118.396,LAHSA
34.086,-118.057,LAHSA
34.021,-118.106,LAHSA
34.646,-118.165,LAHSA
34.259,-118.323,LAHSA
34.033,-118.378,LAHSA
34.081,-117.64,LAHSA
34.08,-118.077,LAHSA
34.186,-118.491,LAHSA
34.186,-118.495,LAHSA
34.167,-118.37,LAHSA
34.035,-118.08,LAHSA
33.974,-118.302,LAHSA
33.955,-118.019,LAHSA
34.092,-118.194,LAHSA
34.262,-118.495,LAHSA
34.273,-118.383,LAHSA
34.054,-117.756,LAHSA
34.213,-118.358,LAHSA
34.199,-118.339,LAHSA
34.273,-118.502,LAHSA
33.937,-118.024,LAHSA
33.866,-118.294,LAHSA
34.005,-118.432,LAHSA
33.943,-118.184,LAHSA
33.957,-118.038,LAHSA
34.214,-118.412,LAHSA
34.109,-118.016,LAHSA
33.73,-118.278,LAHSA
34.507,-117.875,LAHSA
34.528,-117.882,LAHSA
34.456,-117.903,LAHSA
34.109,-118.335,LAHSA
33.865,-118.343,LAHSA
34.054,-118,LAHSA
34.103,-117.908,LAHSA
33.98,-118.424,LAHSA
34.106,-117.816,LAHSA
34.103,-117.909,LAHSA
33.96,-118.451,LAHSA
34.276,-118.421,LAHSA
33.832,-118.081,LAHSA
33.977,-118.043,LAHSA
33.933,-118.23,LAHSA
34.168,-118.364,LAHSA
33.971,-118.235,LAHSA
34.265,-118.319,LAHSA
33.953,-117.95,LAHSA
34.186,-118.49,LAHSA
34.099,-117.717,LAHSA
33.79,-118.286,LAHSA
34.028,-118.374,LAHSA
34.13,-117.94,LAHSA
34.02,-117.959,LAHSA
34.529,-117.882,LAHSA
34.037,-118.439,LAHSA
34.187,-118.49,LAHSA
34.139,-117.979,LAHSA
33.99,-117.912,LAHSA
34.529,-117.885,LAHSA
33.93,-118.063,LAHSA
33.793,-118.247,LAHSA
34.057,-118.315,LAHSA
33.953,-118.398,LAHSA
33.959,-118.43,LAHSA
33.964,-118.037,LAHSA
33.834,-118.081,LAHSA
34.084,-118.056,LAHSA
34.055,-117.737,LAHSA
34.081,-117.65,LAHSA
33.906,-118.075,LAHSA
33.998,-118.078,LAHSA
34.18,-118.366,LAHSA
34.079,-118.054,LAHSA
33.79,-118.263,LAHSA
34.249,-118.455,LAHSA
34.132,-117.946,LAHSA
33.739,-118.292,LAHSA
34.1,-118.105,LAHSA
34.082,-117.72,LAHSA
33.792,-118.207,LAHSA
33.955,-118.17,LAHSA
34.094,-118.31,LAHSA
33.838,-118.075,LAHSA
34.247,-118.596,LAHSA
33.96,-118.261,LAHSA
33.963,-118.283,LAHSA
34.529,-117.936,LAHSA
34.53,-117.935,LAHSA
34.166,-118.371,LAHSA
33.785,-118.242,LAHSA
34.23,-118.409,LAHSA
33.791,-118.246,LAHSA
33.978,-118.187,LAHSA
33.903,-118.08,LAHSA
38.001,-122.522,LAHSA
34.217,-118.595,LAHSA
34.106,-117.746,LAHSA
33.989,-118.46,LAHSA
33.839,-118.071,LAHSA
33.959,-118.326,LAHSA
34.304,-118.425,LAHSA
34.229,-118.553,LAHSA
33.973,-118.079,LAHSA
34.243,-118.398,LAHSA
33.967,-118.042,LAHSA
34.102,-118.198,LAHSA
34.126,-117.855,LAHSA
33.934,-118.351,LAHSA
33.965,-118.032,LAHSA
34.067,-118.076,LAHSA
34.076,-117.554,LAHSA
34.129,-117.961,LAHSA
34.128,-117.951,LAHSA
34.23,-118.4,LAHSA
33.965,-118.19,LAHSA
33.985,-118.091,LAHSA
33.929,-118.294,LAHSA
34.171,-118.447,LAHSA
33.79,-118.262,LAHSA
34.086,-118.144,LAHSA
34.113,-117.826,LAHSA
33.924,-117.951,LAHSA
34.129,-117.95,LAHSA
33.941,-118.18,LAHSA
33.911,-118.08,LAHSA
34.147,-118.257,LAHSA
33.92,-118.415,LAHSA
34.181,-118.383,LAHSA
33.966,-118.19,LAHSA
34.071,-118.355,LAHSA
33.928,-118.387,LAHSA
33.975,-118.432,LAHSA
34.027,-118.063,LAHSA
33.892,-118.033,LAHSA
34.205,-118.418,LAHSA
34.236,-118.601,LAHSA
34.182,-118.596,LAHSA
33.971,-118.08,LAHSA
34.126,-117.962,LAHSA
34.139,-117.956,LAHSA
34.168,-118.372,LAHSA
34.039,-118.454,LAHSA
34.034,-118.04,LAHSA
34.14,-117.956,LAHSA
33.832,-118.072,LAHSA
34.245,-118.399,LAHSA
33.929,-118.293,LAHSA
34.048,-118.594,LAHSA
34.156,-118.41,LAHSA
34.073,-117.751,LAHSA
34.169,-118.372,LAHSA
34.234,-118.573,LAHSA
33.927,-118.179,LAHSA
39.741,-75.596,LAHSA
34.053,-118.3,LAHSA
33.94,-118.176,LAHSA
34.154,-117.924,LAHSA
34.552,-117.905,LAHSA
34.04,-118.024,LAHSA
33.956,-118.021,LAHSA
33.931,-118.324,LAHSA
33.976,-118.358,LAHSA
34.528,-117.885,LAHSA
34.063,-118.31,LAHSA
33.98,-118.289,LAHSA
33.836,-118.116,LAHSA
34.24,-118.585,LAHSA
34.24,-118.582,LAHSA
34.239,-118.582,LAHSA
33.904,-118.142,LAHSA
33.934,-118.173,LAHSA
34.052,-118.311,LAHSA
34.01,-118.304,LAHSA
34.047,-118.221,LAHSA
34.228,-118.528,LAHSA
34.123,-117.951,LAHSA
33.989,-118.472,LAHSA
34.077,-117.907,LAHSA
34.11,-118.372,LAHSA
34.22,-118.552,LAHSA
33.775,-118.267,LAHSA
34.064,-118.303,LAHSA
34.037,-118.468,LAHSA
33.967,-118.052,LAHSA
33.975,-118.358,LAHSA
34.046,-118.343,LAHSA
33.838,-118.072,LAHSA
34.134,-117.924,LAHSA
34.164,-118.373,LAHSA
33.789,-118.21,LAHSA
34.174,-118.614,LAHSA
34.072,-118.354,LAHSA
34.25,-118.293,LAHSA
34.25,-118.294,LAHSA
33.948,-118.332,LAHSA
33.974,-118.043,LAHSA
33.967,-118.05,LAHSA
33.936,-118.04,LAHSA
34.234,-118.564,LAHSA
33.927,-118.302,LAHSA
33.893,-118.031,LAHSA
33.984,-118.289,LAHSA
33.935,-118.3,LAHSA
34.216,-118.361,LAHSA
34.07,-118.354,LAHSA
34.11,-118.016,LAHSA
33.988,-118.47,LAHSA
33.938,-117.94,LAHSA
34.103,-118.113,LAHSA
34.087,-118.315,LAHSA
33.837,-118.067,LAHSA
34.028,-118.067,LAHSA
34.062,-117.72,LAHSA
33.892,-118.275,LAHSA
33.867,-118.294,LAHSA
34.115,-118.113,LAHSA
33.853,-118.134,LAHSA
34.13,-117.947,LAHSA
34.189,-118.449,LAHSA
34.049,-118.447,LAHSA
33.833,-118.079,LAHSA
33.861,-118.284,LAHSA
33.834,-118.079,LAHSA
33.868,-118.296,LAHSA
34.023,-118.396,LAHSA
34.121,-117.961,LAHSA
34.07,-118.353,LAHSA
34.245,-118.595,LAHSA
34.274,-118.393,LAHSA
34.125,-117.951,LAHSA
34.164,-118.363,LAHSA
34.021,-117.978,LAHSA
34.054,-117.758,LAHSA
33.998,-118.269,LAHSA
34.239,-118.599,LAHSA
33.823,-118.211,LAHSA
33.882,-118.124,LAHSA
33.831,-118.075,LAHSA
34.505,-117.922,LAHSA
33.965,-118.082,LAHSA
33.989,-118.462,LAHSA
33.983,-118.185,LAHSA
33.846,-118.116,LAHSA
33.842,-118.071,LAHSA
34.229,-118.403,LAHSA
34.102,-118.113,LAHSA
33.973,-118.084,LAHSA
34.263,-118.502,LAHSA
33.879,-118.125,LAHSA
33.896,-118.183,LAHSA
33.897,-118.172,LAHSA
34.244,-118.399,LAHSA
34.236,-118.561,LAHSA
33.97,-118.081,LAHSA
34.142,-118.389,LAHSA
34.197,-118.595,LAHSA
33.939,-118.287,LAHSA
33.791,-118.261,LAHSA
34.218,-118.411,LAHSA
34.218,-118.41,LAHSA
34.108,-117.827,LAHSA
34.119,-118.2,LAHSA
33.97,-118.069,LAHSA
33.987,-118.255,LAHSA
34.257,-118.43,LAHSA
34.075,-117.885,LAHSA
33.98,-118.049,LAHSA
33.991,-118.319,LAHSA
34.254,-118.418,LAHSA
34.164,-118.624,LAHSA
33.947,-118.249,LAHSA
34.132,-117.957,LAHSA
33.778,-118.259,LAHSA
33.775,-118.257,LAHSA
33.929,-118.203,LAHSA
34.252,-118.408,LAHSA
34.031,-118.448,LAHSA
33.973,-118.356,LAHSA
34.3,-118.459,LAHSA
34.048,-118.275,LAHSA
34.007,-118.476,LAHSA
34.051,-118.278,LAHSA
34.034,-117.747,LAHSA
34.01,-118.292,LAHSA
33.888,-118.098,LAHSA
33.887,-118.099,LAHSA
33.982,-118.3,LAHSA
34.163,-118.37,LAHSA
34.164,-118.382,LAHSA
34.274,-118.421,LAHSA
34.149,-117.927,LAHSA
33.833,-118.08,LAHSA
33.867,-118.289,LAHSA
34.04,-118.111,LAHSA
34.067,-118.273,LAHSA
34.078,-118.262,LAHSA
34.235,-118.589,LAHSA
33.787,-118.281,LAHSA
33.846,-118.115,LAHSA
34.014,-118.352,LAHSA
33.915,-118.396,LAHSA
34.238,-118.596,LAHSA
34.303,-118.461,LAHSA
34.587,-118.119,LAHSA
34.232,-118.467,LAHSA
34.185,-118.48,LAHSA
34.062,-117.759,LAHSA
33.839,-118.082,LAHSA
34.237,-118.377,LAHSA
34.091,-118.31,LAHSA
33.831,-118.078,LAHSA
34.192,-118.387,LAHSA
33.994,-117.65,LAHSA
34.062,-118.021,LAHSA
34.235,-118.575,LAHSA
34.185,-118.479,LAHSA
34.029,-118.302,LAHSA
34.085,-118.057,LAHSA
34.244,-118.59,LAHSA
34.232,-118.577,LAHSA
34.234,-118.577,LAHSA
33.732,-118.279,LAHSA
34.187,-118.587,LAHSA
33.832,-118.063,LAHSA
34.195,-118.402,LAHSA
34.285,-118.41,LAHSA
33.833,-118.081,LAHSA
33.773,-118.256,LAHSA
33.831,-118.079,LAHSA
33.985,-118.33,LAHSA
33.972,-118.308,LAHSA
33.982,-118.291,LAHSA
34.113,-118.19,LAHSA
34.185,-118.527,LAHSA
34.237,-118.45,LAHSA
33.966,-118.35,LAHSA
34.044,-117.942,LAHSA
33.981,-118.291,LAHSA
34.209,-118.555,LAHSA
34.022,-118.223,LAHSA
34.018,-118.279,LAHSA
34.055,-118.178,LAHSA
34.21,-118.363,LAHSA
33.988,-118.246,LAHSA
33.987,-118.244,LAHSA
34.091,-117.992,LAHSA
34.074,-118.265,LAHSA
33.882,-118.328,LAHSA
33.941,-118.029,LAHSA
33.94,-118.256,LAHSA
33.965,-118.288,LAHSA
34.078,-117.908,LAHSA
34.698,-118.143,LAHSA
34.242,-118.474,LAHSA
34.19,-118.37,LAHSA
34.243,-118.499,LAHSA
34.021,-118.328,LAHSA
34.209,-118.536,LAHSA
34.082,-118.057,LAHSA
34.013,-117.897,LAHSA
34.022,-118.484,LAHSA
34.018,-118.282,LAHSA
34.103,-118.19,LAHSA
34.06,-118.264,LAHSA
33.916,-118.387,LAHSA
34.183,-118.399,LAHSA
33.962,-118.084,LAHSA
34.196,-118.448,LAHSA
34.235,-118.567,LAHSA
34.156,-118.454,LAHSA
34.2,-118.534,LAHSA
34.138,-117.978,LAHSA
34.065,-118.298,LAHSA
34.097,-118.299,LAHSA
33.885,-118.103,LAHSA
33.914,-118.116,LAHSA
34.137,-117.976,LAHSA
34.145,-118.597,LAHSA
33.915,-118.395,LAHSA
33.835,-118.115,LAHSA
34.031,-118.196,LAHSA
34.25,-118.453,LAHSA
33.938,-118.356,LAHSA
33.931,-118.289,LAHSA
34.081,-118.068,LAHSA
34.221,-118.451,LAHSA
34.611,-118.116,LAHSA
34.041,-118.289,LAHSA
33.859,-118.289,LAHSA
33.949,-118.247,LAHSA
33.968,-118.353,LAHSA
33.977,-118.163,LAHSA
34.192,-118.457,LAHSA
33.902,-118.1,LAHSA
33.972,-118.037,LAHSA
33.961,-118.029,LAHSA
34.039,-118.331,LAHSA
34.026,-117.842,LAHSA
33.966,-118.047,LAHSA
37.982,-122.545,LAHSA
34.201,-118.419,LAHSA
34.165,-118.387,LAHSA
34.057,-118.195,LAHSA
34.232,-118.565,LAHSA
34.246,-118.596,LAHSA
33.954,-118.113,LAHSA
34.171,-118.404,LAHSA
34.166,-118.376,LAHSA
34.05,-118.276,LAHSA
33.959,-118.304,LAHSA
34.03,-118.245,LAHSA
34.076,-118.281,LAHSA
34.154,-118.145,LAHSA
34.097,-118.29,LAHSA
34.136,-117.974,LAHSA
34.091,-118.309,LAHSA
34.219,-118.412,LAHSA
34.068,-117.889,LAHSA
34.103,-118.342,LAHSA
34.036,-118.264,LAHSA
33.974,-118.319,LAHSA
34.201,-118.378,LAHSA
34.107,-117.746,LAHSA
33.901,-118.028,LAHSA
34.455,-117.905,LAHSA
34.529,-117.886,LAHSA
34.061,-118.265,LAHSA
34.162,-118.365,LAHSA
33.889,-118.117,LAHSA
34.059,-117.755,LAHSA
34.095,-118.323,LAHSA
34.031,-117.977,LAHSA
34.162,-118.366,LAHSA
33.986,-118.335,LAHSA
34.127,-117.949,LAHSA
34.108,-117.82,LAHSA
33.875,-118.083,LAHSA
33.925,-118.108,LAHSA
34.041,-118.237,LAHSA
33.917,-118.232,LAHSA
34.257,-118.591,LAHSA
33.774,-118.258,LAHSA
33.774,-118.259,LAHSA
33.732,-118.295,LAHSA
34.062,-118.31,LAHSA
33.733,-118.294,LAHSA
33.877,-118.343,LAHSA
34.007,-117.896,LAHSA
34.218,-118.371,LAHSA
34.275,-118.502,LAHSA
34.054,-117.754,LAHSA
34.039,-118.345,LAHSA
34.193,-118.454,LAHSA
33.91,-118.142,LAHSA
34.162,-118.626,LAHSA
33.775,-118.155,LAHSA
34.045,-118.029,LAHSA
34.547,-118.082,LAHSA
34.079,-118.329,LAHSA
34.053,-118.306,LAHSA
33.978,-118.136,LAHSA
34.005,-118.392,LAHSA
34.079,-117.909,LAHSA
34.146,-118.371,LAHSA
33.94,-118.304,LAHSA
34.278,-118.421,LAHSA
34.114,-117.72,LAHSA
34.226,-118.433,LAHSA
34.277,-118.421,LAHSA
33.98,-118.033,LAHSA
33.941,-118.051,LAHSA
33.831,-118.275,LAHSA
33.941,-118.309,LAHSA
34.061,-118.309,LAHSA
34.047,-118.336,LAHSA
34.06,-117.786,LAHSA
33.912,-118.312,LAHSA
34.235,-118.568,LAHSA
33.831,-118.288,LAHSA
34.227,-118.402,LAHSA
34.108,-117.751,LAHSA
34.177,-118.603,LAHSA
33.783,-118.119,LAHSA
34.13,-117.951,LAHSA
34.12,-117.956,LAHSA
33.83,-118.071,LAHSA
34.106,-117.747,LAHSA
34.119,-117.966,LAHSA
34.127,-117.958,LAHSA
33.934,-118.123,LAHSA
34.126,-117.954,LAHSA
34.117,-117.959,LAHSA
34.173,-118.159,LAHSA
34.7,-118.185,LAHSA
34.026,-118.317,LAHSA
34.035,-118.104,LAHSA
34.039,-118.108,LAHSA
